,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,predicted_sales
46,992,3,2013-06-26,627,True,False,0,False,4934.054
47,143,2,2015-06-02,731,True,True,0,False,7457.869
48,421,5,2014-07-18,941,True,True,0,True,9284.094
49,246,4,2014-10-02,1157,True,True,0,False,8434.885
50,960,1,2014-04-28,720,True,True,0,False,9167.391
51,313,5,2014-01-17,697,True,False,0,False,6369.74
52,291,6,2013-06-29,534,True,False,0,False,5716.021
53,924,6,2014-05-31,333,True,False,0,False,2992.8127
54,337,2,2013-08-13,430,True,True,0,True,4750.004
55,1024,4,2015-03-12,607,True,False,0,False,4912.222
56,56,3,2014-01-22,402,True,True,0,False,5835.9614
57,507,3,2014-04-09,532,True,False,0,False,6015.8384
58,970,5,2013-03-15,406,True,False,0,False,3807.9927
59,846,2,2015-06-23,828,True,False,0,False,7155.6636
60,549,3,2014-08-27,582,True,False,0,False,4151.3647
61,1095,4,2013-03-28,852,True,True,0,True,6557.855
62,859,5,2013-04-12,709,True,True,0,False,7774.7266
63,914,2,2014-07-29,1178,True,True,0,True,11440.007
64,888,2,2015-06-23,634,True,False,0,False,6552.003
65,442,2,2014-11-04,517,True,True,0,False,5369.4907
66,34,6,2013-03-09,905,True,False,0,False,8379.204
67,199,4,2014-07-10,581,True,False,0,False,5632.4775
68,854,4,2015-06-04,657,True,True,a,False,7444.8203
69,611,2,2014-01-21,485,True,True,0,False,5903.014
70,808,4,2015-04-09,528,True,False,0,True,5483.756
71,1105,4,2015-01-22,410,True,False,0,False,3577.842
72,866,5,2015-04-24,445,True,False,0,False,5505.8315
73,222,6,2013-09-28,367,True,False,0,False,3331.4453
74,476,2,2013-09-24,753,True,True,0,False,7068.0645
75,800,1,2014-05-26,494,True,False,0,False,4720.9995
76,330,1,2014-03-24,408,True,False,0,False,3597.7954
77,507,3,2015-01-07,648,True,True,0,False,8305.12
78,98,7,2013-06-02,0,False,False,0,False,0.0
79,1026,2,2014-01-28,1044,True,False,0,False,7892.8013
80,990,5,2013-10-04,719,True,False,0,False,5618.5425
81,8,6,2015-01-10,345,True,False,0,False,3288.1577
82,611,3,2013-07-31,566,True,True,0,True,6723.8525
83,257,2,2013-08-13,777,True,True,0,False,7141.066
84,840,4,2015-04-16,1189,True,True,0,False,8719.65
85,848,5,2015-07-31,998,True,True,0,True,8088.9883
86,124,6,2014-07-12,297,True,False,0,False,2747.7903
87,1028,2,2013-12-31,438,True,False,0,True,3845.3428
88,95,2,2013-09-24,1099,True,True,0,False,9057.543
89,208,1,2013-10-28,323,True,False,0,False,3181.824
90,249,2,2014-07-08,449,True,False,0,False,4436.389
91,887,3,2013-03-20,614,True,True,0,False,7200.7827
92,73,1,2014-04-28,601,True,True,0,True,6453.861
93,13,4,2015-04-02,501,True,True,0,True,5001.34
94,1049,2,2013-09-03,580,True,False,0,True,4207.056
95,144,4,2015-02-05,769,True,True,0,False,7565.2925
96,847,3,2013-08-14,1018,True,True,0,True,8313.782
97,796,3,2013-05-08,717,True,False,0,False,5991.781
98,396,4,2015-06-11,1139,True,False,0,False,8472.7
99,1080,7,2013-09-15,0,False,False,0,False,0.0
100,675,5,2014-09-26,338,True,False,0,False,3362.0981
101,1099,1,2014-12-01,1236,True,True,0,False,13105.525
102,791,1,2015-05-11,858,True,False,0,False,6451.442
103,1014,2,2015-03-24,1476,True,False,0,False,10854.447
104,487,2,2014-11-04,737,True,True,0,False,8620.148
105,427,3,2013-02-13,701,True,False,0,True,5969.2715
106,254,5,2014-11-14,282,True,True,0,False,3244.5344
107,43,5,2014-01-31,710,True,False,0,False,6426.5376
108,1074,2,2015-06-09,421,True,False,0,False,3569.449
109,549,6,2013-06-29,380,True,False,0,False,3390.4023
110,1095,2,2013-01-08,720,True,True,0,False,5975.811
111,295,1,2013-10-28,612,True,False,0,True,4412.674
112,319,1,2013-10-14,863,True,False,0,True,7519.819
113,1002,4,2014-04-10,642,True,False,0,False,5041.7617
114,448,6,2014-12-06,544,True,False,0,False,6044.9434
115,527,2,2013-09-03,1046,True,False,0,True,8129.2227
116,255,5,2013-04-12,652,True,True,0,False,6379.304
117,581,5,2014-07-04,651,True,True,0,False,5497.4565
118,185,6,2013-01-05,550,True,False,0,False,5701.058
119,244,6,2014-11-22,538,True,False,0,False,4539.9077
120,1082,6,2013-01-05,877,True,False,0,False,7030.7075
121,216,5,2015-03-20,837,True,True,0,False,7857.0713
122,350,4,2015-03-05,508,True,True,0,False,6917.6187
123,748,1,2014-03-31,822,True,True,0,False,8555.155
124,718,1,2014-12-08,962,True,False,0,False,8654.048
125,739,5,2014-02-21,789,True,True,0,False,9192.738
126,614,7,2014-12-21,0,False,False,0,False,0.0
127,673,2,2014-02-18,615,True,True,0,False,7610.562
128,83,1,2013-06-10,367,True,False,0,False,3390.784
129,976,3,2013-09-18,598,True,False,0,False,5666.632
130,637,6,2013-04-06,518,True,False,0,False,5482.234
131,122,2,2014-01-07,714,True,True,0,False,6953.267
132,898,1,2014-11-24,1013,True,True,0,False,9910.881
133,1080,4,2014-06-26,710,True,False,0,False,7068.3745
134,291,1,2015-03-30,1290,True,True,0,False,12865.059
135,24,4,2013-01-03,711,True,False,0,True,7119.1064
136,1096,7,2013-08-18,0,False,False,0,False,0.0
137,637,5,2014-05-30,860,True,False,0,False,7976.13
138,1002,2,2015-06-02,850,True,True,0,False,7791.704
139,666,1,2014-03-10,497,True,False,0,False,5347.2524
140,1089,7,2013-11-24,0,False,False,0,False,0.0
141,334,6,2013-08-31,515,True,False,0,False,5025.844
142,300,6,2014-08-30,951,True,False,0,True,7324.6875
143,207,1,2014-09-22,1166,True,False,0,False,8783.983
144,683,3,2015-05-27,854,True,False,0,False,7344.6323
145,1094,2,2013-05-14,394,True,True,0,False,4493.2534
146,700,4,2015-07-09,576,True,False,0,False,4160.479
147,959,2,2014-08-26,744,True,False,0,False,5971.9937
148,766,7,2014-06-22,0,False,False,0,False,0.0
149,1011,6,2013-06-08,977,True,False,0,False,7634.8823
150,570,5,2013-12-13,676,True,False,0,False,5228.998
151,685,2,2013-09-10,689,True,True,0,False,7869.529
152,158,3,2014-04-16,681,True,True,0,True,8606.995
153,66,5,2015-05-29,522,True,False,0,True,5072.2085
154,76,2,2013-07-30,1080,True,True,0,False,11052.938
155,572,3,2013-10-16,458,True,False,0,False,5081.0703
156,184,6,2014-10-11,510,True,False,0,False,5267.329
157,1034,5,2013-12-06,775,True,True,0,False,9404.095
158,559,7,2013-08-11,0,False,False,0,False,0.0
159,862,2,2014-12-23,1561,True,False,0,True,13605.929
160,171,2,2014-11-11,962,True,True,0,False,10006.5
161,33,7,2014-12-07,0,False,False,0,False,0.0
162,936,4,2014-11-27,963,True,True,0,False,7841.267
163,948,2,2014-02-18,1682,True,True,0,False,8221.593
164,371,6,2013-05-04,551,True,False,0,False,5674.139
165,242,1,2014-05-05,378,True,True,0,False,4463.7
166,133,5,2014-01-17,622,True,False,0,False,5321.9478
167,1031,1,2014-12-15,681,True,True,0,False,7509.462
168,850,4,2013-02-07,710,True,True,0,False,6398.262
169,860,5,2015-06-05,833,True,True,0,False,6946.9697
170,836,6,2013-07-06,301,True,False,0,False,2796.0332
171,965,6,2013-11-30,908,True,False,0,False,8273.7
172,1096,1,2015-01-26,763,True,True,0,False,7101.0674
173,504,3,2014-09-03,836,True,True,0,True,6951.3774
174,230,1,2013-12-30,1327,True,False,0,True,11787.107
175,826,1,2013-12-02,1170,True,True,0,False,14115.054
176,975,2,2013-07-30,767,True,True,0,True,8759.896
177,602,2,2014-10-28,547,True,False,0,True,4738.342
178,953,5,2014-09-19,553,True,True,0,False,6261.665
179,187,6,2013-11-02,491,True,False,0,False,4856.1533
180,792,5,2013-10-18,599,True,False,0,False,6227.2803
181,1035,4,2014-11-27,744,True,True,0,False,5791.466
182,523,3,2015-07-29,1515,True,True,0,True,13870.742
183,723,4,2013-04-04,461,True,False,0,True,5158.606
184,1025,7,2013-05-26,0,False,False,0,False,0.0
185,18,7,2015-01-04,0,False,False,0,False,0.0
186,997,3,2014-09-03,378,True,True,0,True,4201.8745
187,400,6,2013-10-05,805,True,False,0,False,7738.697
188,1047,2,2013-07-09,491,True,False,0,False,3818.4397
189,819,1,2013-09-02,472,True,False,0,False,4678.095
190,668,1,2014-06-02,1562,True,True,0,False,14404.605
191,585,4,2015-01-22,666,True,False,0,False,5113.4907
192,99,1,2014-03-10,404,True,False,0,False,3577.132
193,965,6,2014-11-22,847,True,False,0,False,8011.3623
194,590,4,2013-02-21,376,True,True,0,False,4093.2778
195,709,2,2015-06-02,1682,True,True,0,False,13836.046
196,58,7,2013-10-20,0,False,False,0,False,0.0
197,409,7,2014-02-09,0,False,False,0,False,0.0
198,850,6,2015-04-04,826,True,False,0,False,6379.6997
199,1058,3,2013-03-06,737,True,True,0,False,8079.905
200,1067,7,2014-04-13,0,False,False,0,False,0.0
201,777,1,2014-04-21,0,False,False,b,True,0.0
202,155,3,2014-05-21,632,True,True,0,False,7250.8877
203,598,1,2015-06-29,871,True,True,0,False,8818.072
204,493,2,2014-07-01,902,True,True,0,False,10364.989
205,628,7,2014-08-03,0,False,False,0,True,0.0
206,524,1,2013-12-30,1193,True,False,0,True,11521.462
207,966,4,2013-04-04,585,True,False,0,True,4233.78
208,1022,5,2013-12-27,791,True,False,0,True,7585.784
209,380,3,2014-03-05,1720,True,True,0,False,14344.53
210,132,3,2015-01-14,579,True,True,0,False,6132.4155
211,400,5,2015-06-26,999,True,False,0,False,8264.89
212,988,4,2013-08-29,790,True,True,0,False,6008.9224
213,906,2,2013-03-19,1476,True,True,0,False,12440.394
214,1028,2,2013-11-05,689,True,True,0,False,6188.537
215,1100,6,2013-03-23,484,True,False,0,False,4244.775
216,759,1,2013-01-14,607,True,False,0,False,5026.818
217,223,1,2014-10-27,716,True,False,0,False,6189.984
218,936,7,2015-03-15,0,False,False,0,False,0.0
219,780,6,2015-07-11,341,True,False,0,False,3348.8076
220,259,5,2014-11-28,2677,True,True,0,False,17295.885
221,131,6,2013-11-09,582,True,False,0,False,5375.707
222,251,3,2015-01-28,2241,True,True,0,False,16547.666
223,1079,6,2015-01-17,517,True,False,0,False,5499.1816
224,1003,3,2014-03-05,1029,True,True,0,False,8691.561
225,980,4,2013-09-05,450,True,False,0,False,5123.4062
226,654,2,2015-01-27,766,True,True,0,False,7084.5874
227,966,4,2013-07-25,517,True,False,0,True,3951.1116
228,1020,1,2014-09-22,929,True,False,0,False,7690.567
229,969,3,2014-03-19,610,True,True,0,False,5240.258
230,1038,2,2015-04-07,490,True,False,0,True,4629.6504
231,516,3,2014-07-09,453,True,False,0,True,4489.3936
232,733,1,2013-01-14,3171,True,False,0,False,16950.078
233,595,6,2014-05-31,1881,True,False,0,False,13555.104
234,260,3,2014-07-16,962,True,True,0,True,8125.765
235,768,6,2013-02-02,1251,True,False,0,False,10491.412
236,940,1,2013-01-14,627,True,False,0,False,5943.648
237,364,4,2013-06-27,563,True,False,0,False,4102.534
238,506,3,2015-07-22,763,True,False,0,True,6032.9277
239,671,3,2013-05-29,507,True,True,0,True,5980.567
240,300,6,2015-01-24,862,True,False,0,False,6955.2173
241,84,2,2014-06-17,1563,True,True,0,False,14149.33
242,219,4,2015-05-07,455,True,True,0,False,4489.449
243,934,5,2013-03-22,764,True,True,0,False,7785.4346
244,125,3,2015-04-01,1906,True,True,0,True,16265.114
245,176,3,2013-12-04,757,True,True,0,False,8447.5
246,223,2,2013-11-26,675,True,False,0,False,5854.131
247,326,1,2014-07-14,429,True,True,0,False,4913.5015
248,339,2,2013-08-27,745,True,True,0,False,6160.098
249,872,3,2015-04-08,659,True,False,0,True,6842.3115
250,579,7,2014-11-23,0,False,False,0,False,0.0
251,974,5,2014-02-28,1599,True,False,0,False,11721.346
252,979,7,2015-04-12,0,False,False,0,False,0.0
253,880,3,2014-06-04,806,True,True,0,False,8362.82
254,910,7,2013-03-31,0,False,False,0,False,0.0
255,1084,6,2015-07-04,614,True,False,0,False,5596.757
256,92,5,2015-06-12,453,True,False,0,False,4962.7666
257,14,6,2015-06-20,402,True,False,0,False,3933.3054
258,587,1,2013-12-30,960,True,False,0,True,9426.626
259,230,4,2013-10-24,856,True,True,0,False,7629.437
260,689,6,2014-03-15,589,True,False,0,False,5928.943
261,599,1,2013-05-13,1096,True,True,0,False,11480.755
262,596,7,2013-12-22,0,False,False,0,False,0.0
263,576,1,2013-03-11,749,True,False,0,False,6200.4253
264,141,4,2014-06-26,493,True,False,0,False,4693.7437
265,751,1,2014-04-21,0,False,False,b,True,0.0
266,877,5,2013-03-01,925,True,False,0,False,6640.3037
267,375,2,2013-04-23,948,True,True,0,False,9943.955
268,230,1,2014-12-08,988,True,False,0,False,8012.539
269,545,3,2014-01-22,1087,True,True,0,False,9812.076
270,1022,1,2013-03-04,1093,True,True,0,False,10717.301
271,597,3,2014-08-20,756,True,True,0,True,5831.393
272,559,7,2014-06-08,0,False,False,0,False,0.0
273,1024,6,2015-07-18,825,True,False,0,False,6140.985
274,36,2,2015-03-17,1205,True,True,0,False,10776.34
275,702,2,2013-05-28,351,True,True,0,True,4106.2344
276,623,7,2013-02-10,0,False,False,0,False,0.0
277,105,4,2013-10-17,483,True,False,0,False,3836.703
278,902,2,2013-11-19,648,True,True,0,False,5633.305
279,11,6,2015-04-11,786,True,False,0,False,6712.197
280,1039,5,2013-06-28,629,True,False,0,False,7129.714
281,102,1,2015-02-16,1174,True,True,0,False,10418.769
282,543,5,2013-10-18,175,True,False,0,True,1157.944
283,827,4,2014-01-02,1910,True,False,0,True,13102.851
284,110,3,2014-10-08,647,True,True,0,False,5349.997
285,945,1,2015-01-05,698,True,True,0,True,6624.8613
286,582,3,2014-03-12,749,True,False,0,False,6011.869
287,554,4,2014-01-16,428,True,False,0,False,3643.9414
288,486,2,2014-07-08,384,True,False,0,True,3392.641
289,637,6,2014-02-15,520,True,False,0,False,5551.3306
290,806,5,2014-01-31,578,True,False,0,False,5213.052
291,887,6,2014-06-21,462,True,False,0,False,4832.2456
292,374,6,2015-04-04,668,True,False,0,False,6489.15
293,1025,5,2013-01-04,804,True,False,0,True,6533.188
294,638,2,2013-08-06,431,True,False,0,True,4399.54
295,123,6,2015-05-09,490,True,False,0,False,5081.235
296,905,4,2015-02-19,1108,True,True,0,False,9801.067
297,536,5,2013-04-05,989,True,False,0,True,8144.7056
298,763,7,2015-02-01,0,False,False,0,False,0.0
299,191,6,2013-08-10,694,True,False,0,False,6449.9775
300,957,4,2014-02-20,948,True,True,0,False,7755.1147
301,268,4,2015-06-04,618,True,True,0,False,5410.636
302,654,6,2013-09-07,266,True,False,0,False,2480.1746
303,612,6,2013-09-07,388,True,False,0,False,4017.0598
304,747,3,2014-08-27,567,True,False,0,True,5552.469
305,656,6,2013-05-18,380,True,False,0,False,3390.4023
306,368,5,2013-04-05,592,True,False,0,True,6713.0864
307,959,3,2013-09-18,552,True,False,0,False,5511.922
308,329,2,2015-02-03,708,True,True,0,False,7912.1646
309,97,3,2015-07-22,535,True,False,0,True,4688.4683
310,314,2,2013-08-13,661,True,True,0,True,5805.3257
311,463,7,2015-01-11,0,False,False,0,False,0.0
312,258,1,2013-05-20,0,False,False,a,False,0.0
313,283,3,2013-11-13,621,True,False,0,False,5778.013
314,556,1,2013-04-15,754,True,False,0,False,6197.8354
315,388,5,2014-01-24,1211,True,True,0,False,10298.091
316,67,3,2014-09-03,837,True,True,0,True,7901.343
317,725,5,2015-01-16,677,True,True,0,False,6418.837
318,219,4,2013-06-06,416,True,True,0,False,4478.8027
319,1077,2,2015-02-10,479,True,False,0,False,3777.4536
320,322,4,2013-05-23,589,True,False,0,False,4169.6367
321,814,3,2013-02-20,581,True,True,0,True,7706.0376
322,134,7,2013-06-30,0,False,False,0,False,0.0
323,54,4,2013-07-11,657,True,False,0,False,6880.8857
324,662,5,2013-04-26,854,True,True,0,False,9265.791
325,126,7,2015-04-19,0,False,False,0,False,0.0
326,1001,6,2013-11-30,471,True,False,0,False,4164.8545
327,657,4,2014-02-13,598,True,False,0,False,4885.475
328,590,4,2013-03-14,319,True,False,0,False,3153.506
329,193,3,2013-12-25,0,False,False,c,True,0.0
330,168,6,2013-09-21,465,True,False,0,False,4842.734
331,16,1,2013-07-22,839,True,False,0,False,6380.7646
332,244,1,2013-02-04,738,True,True,0,False,6761.288
333,545,7,2015-02-08,0,False,False,0,False,0.0
334,1032,6,2013-01-19,492,True,False,0,False,5137.231
335,290,5,2013-05-31,987,True,True,0,False,8065.499
336,548,4,2013-01-24,335,True,True,0,False,3800.3467
337,733,1,2014-08-04,3508,True,True,0,True,19897.74
338,654,4,2013-06-06,716,True,True,0,False,6715.072
339,272,6,2013-05-04,377,True,False,0,False,3622.92
340,1017,3,2013-03-20,1176,True,True,0,False,8529.278
341,708,2,2014-05-20,462,True,True,0,False,4863.0186
342,819,4,2015-01-08,454,True,True,0,False,5539.873
343,99,3,2013-06-26,372,True,False,0,False,3396.0054
344,982,2,2013-12-10,710,True,False,0,False,6743.4736
345,683,5,2015-04-03,0,False,True,b,True,0.0
346,194,3,2013-10-16,373,True,False,0,False,3396.0054
347,853,2,2015-06-30,1201,True,True,0,False,11411.227
348,53,1,2014-04-28,650,True,True,0,True,7919.828
349,281,4,2013-02-07,508,True,True,0,False,5845.387
350,101,2,2014-09-02,879,True,True,0,False,8347.074
351,440,5,2015-06-05,769,True,True,0,True,6385.191
352,994,2,2014-03-18,435,True,True,0,False,4769.281
353,168,2,2013-07-30,930,True,True,0,True,9123.663
354,48,7,2013-10-27,0,False,False,0,False,0.0
355,652,6,2014-02-15,501,True,False,0,False,4876.029
356,934,6,2014-01-11,474,True,False,0,False,4952.1787
357,223,6,2014-03-29,589,True,False,0,False,5928.943
358,378,5,2014-12-26,0,False,False,c,True,0.0
359,865,3,2013-07-17,624,True,True,0,False,7230.4316
360,466,5,2014-01-31,861,True,False,0,False,6791.1094
361,789,5,2014-02-14,546,True,False,0,False,4311.9487
362,61,7,2015-06-07,0,False,False,0,False,0.0
363,765,4,2013-12-19,1068,True,True,0,False,12584.576
364,673,1,2015-02-23,500,True,False,0,False,5347.2524
365,258,3,2014-06-25,444,True,False,0,False,4483.141
366,740,3,2014-10-08,499,True,True,0,False,6748.1836
367,1080,1,2013-09-16,764,True,False,0,False,7182.4614
368,918,5,2014-06-20,661,True,True,0,False,6716.0903
369,857,6,2013-06-22,1004,True,False,0,False,7638.393
370,837,1,2013-07-01,482,True,True,0,False,5490.34
371,516,7,2015-03-01,0,False,False,0,False,0.0
372,446,2,2014-05-27,505,True,False,0,False,3826.7717
373,835,4,2013-05-30,0,False,True,a,False,0.0
374,140,7,2013-02-03,0,False,False,0,False,0.0
375,207,3,2013-08-14,1584,True,True,0,False,11785.32
376,961,4,2015-01-29,668,True,True,0,False,6269.2485
377,772,2,2014-03-18,507,True,True,0,False,5082.786
378,1089,2,2014-09-02,1050,True,True,0,False,10327.294
379,521,3,2014-03-05,421,True,True,0,False,4639.305
380,823,5,2014-01-17,600,True,False,0,False,5283.8345
381,436,6,2013-09-14,426,True,False,0,False,4190.099
382,483,7,2014-03-09,0,False,False,0,False,0.0
383,215,2,2014-03-25,333,True,False,0,False,3725.7412
384,109,5,2015-05-29,802,True,False,0,False,5995.1196
385,858,1,2013-12-16,590,True,True,0,False,6869.1543
386,425,4,2015-03-05,501,True,True,0,False,4885.6333
387,357,5,2015-07-24,905,True,False,0,True,6889.1797
388,255,1,2015-02-02,575,True,True,0,False,7003.4204
389,798,6,2015-02-07,343,True,False,0,False,3348.8076
390,366,6,2013-03-23,304,True,False,0,False,2798.6353
391,534,2,2015-04-07,510,True,False,0,True,5277.1504
392,179,5,2014-06-20,1176,True,True,0,False,9339.318
393,258,2,2013-09-03,464,True,False,0,True,4518.371
394,693,5,2014-08-29,384,True,False,0,True,4306.0874
395,999,4,2013-10-24,685,True,True,0,True,8510.426
396,834,6,2014-04-19,492,True,False,0,False,4856.1533
397,512,4,2013-10-31,1410,True,False,0,True,6434.186
398,818,2,2013-04-23,662,True,True,0,False,6764.649
399,534,6,2013-10-12,606,True,False,0,False,5961.368
400,1084,2,2013-12-17,1099,True,True,0,False,10253.038
401,34,2,2015-03-10,861,True,False,0,False,7266.5415
402,101,4,2014-03-27,686,True,False,0,False,5971.3784
403,187,1,2015-03-02,885,True,True,0,False,8848.555
404,20,1,2013-09-23,1041,True,True,0,False,11282.413
405,828,7,2014-10-26,0,False,False,0,False,0.0
406,434,1,2013-08-12,823,True,True,0,True,10669.56
407,738,1,2015-05-04,864,True,True,0,False,10674.414
408,351,5,2014-03-07,569,True,True,0,False,6570.064
409,1020,4,2014-01-30,905,True,False,0,False,7536.7
410,86,7,2013-08-11,0,False,False,0,False,0.0
411,266,3,2015-06-17,573,True,True,0,False,5416.8384
412,608,5,2014-06-20,1024,True,True,0,False,10064.417
413,708,5,2014-02-21,493,True,True,0,True,4729.6943
414,734,3,2014-02-05,605,True,True,0,False,6137.7056
415,776,7,2015-06-07,0,False,False,0,False,0.0
416,1060,2,2013-04-09,853,True,True,0,False,8328.91
417,182,2,2014-04-29,507,True,True,0,False,5369.081
418,542,3,2013-01-16,431,True,False,0,False,4424.978
419,602,1,2013-05-06,610,True,False,0,False,5026.818
420,101,4,2013-11-07,777,True,True,0,False,7975.423
421,784,7,2013-06-30,0,False,False,0,False,0.0
422,679,7,2013-11-17,0,False,False,0,False,0.0
423,535,4,2014-08-14,793,True,False,0,True,7252.237
424,844,4,2014-02-06,516,True,True,0,False,4737.42
425,595,7,2015-05-24,0,False,False,0,False,0.0
426,25,6,2013-03-30,1831,True,False,0,False,13555.104
427,416,3,2014-12-03,1819,True,True,0,False,16206.211
428,539,4,2015-01-22,966,True,False,0,False,9149.117
429,77,3,2013-08-28,642,True,True,0,False,7284.0005
430,641,2,2013-07-09,493,True,False,0,False,4575.1343
431,445,6,2015-01-10,1201,True,False,0,False,9398.365
432,318,5,2013-05-03,822,True,True,0,False,8197.124
433,394,3,2013-11-13,539,True,False,0,False,6013.9395
434,761,5,2014-02-07,1014,True,True,0,True,9488.642
435,706,2,2015-07-28,578,True,True,0,False,6859.5166
436,41,5,2014-02-28,433,True,False,0,False,4834.5693
437,894,1,2014-07-07,958,True,False,0,True,7806.038
438,169,6,2014-05-03,801,True,False,0,False,6929.023
439,1012,1,2014-06-09,0,False,False,a,False,0.0
440,310,4,2013-08-29,868,True,True,0,False,8857.683
441,1003,3,2014-01-22,847,True,True,0,False,7803.009
442,970,3,2013-08-28,429,True,True,0,False,4454.895
443,239,5,2013-09-27,627,True,True,0,False,5256.0464
444,998,1,2015-03-16,647,True,True,0,False,6304.5986
445,278,5,2013-06-14,692,True,False,0,False,6369.74
446,49,2,2015-05-26,539,True,False,0,True,5390.371
447,603,3,2013-08-28,0,False,True,0,True,0.0
448,658,2,2013-04-30,824,True,True,0,False,7734.0776
449,1072,3,2013-02-06,786,True,True,0,False,7723.1675
450,1028,2,2013-10-22,587,True,True,0,True,5483.6772
451,288,4,2015-06-18,489,True,True,0,False,5924.613
452,111,1,2015-03-30,838,True,True,0,True,9844.332
453,581,2,2015-07-14,703,True,True,0,False,5852.1377
454,979,7,2013-05-12,0,False,False,0,False,0.0
455,644,7,2015-02-22,0,False,False,0,False,0.0
456,589,1,2013-06-03,577,True,True,0,False,6157.725
457,295,2,2014-02-25,619,True,False,0,False,4259.7993
458,388,1,2013-02-18,1586,True,True,0,False,13780.457
459,9,6,2014-10-04,621,True,False,0,False,5491.408
460,445,4,2013-08-29,1381,True,True,0,True,11421.451
461,204,4,2013-09-05,445,True,False,0,True,4539.293
462,296,1,2014-10-06,1011,True,True,0,False,9853.0205
463,497,7,2015-05-24,0,False,False,0,False,0.0
464,481,1,2013-02-18,523,True,True,0,False,5446.6655
465,1100,6,2014-12-06,569,True,False,0,False,5301.145
466,588,6,2013-12-14,614,True,False,0,False,6020.867
467,290,2,2014-01-07,918,True,True,0,True,8548.393
468,1107,4,2015-05-28,635,True,False,0,True,5013.176
469,1019,6,2014-01-25,820,True,False,0,False,7901.162
470,945,5,2014-01-17,545,True,False,0,False,4311.9487
471,770,7,2014-10-26,0,False,False,0,False,0.0
472,1041,4,2013-08-15,0,False,True,a,True,0.0
473,433,3,2013-07-31,898,True,True,0,True,7964.081
474,190,2,2013-11-19,738,True,True,0,False,8049.959
475,843,3,2015-07-29,962,True,True,0,True,10456.06
476,937,3,2013-03-27,689,True,True,0,True,7520.1846
477,333,7,2013-06-09,0,False,False,0,False,0.0
478,302,3,2014-10-01,337,True,True,0,False,3852.844
479,329,7,2015-03-29,0,False,False,0,False,0.0
480,1034,6,2014-11-08,290,True,False,0,False,2931.714
481,734,6,2015-01-10,289,True,False,0,False,2656.3271
482,892,4,2013-10-10,861,True,True,0,False,7629.437
483,96,4,2013-04-04,532,True,False,0,True,3971.6797
484,578,2,2015-06-23,762,True,False,0,False,6887.196
485,593,3,2014-04-09,1035,True,False,0,False,7927.363
486,958,2,2014-05-06,595,True,True,0,False,5414.3794
487,944,5,2014-09-05,1135,True,True,0,True,8671.68
